userName,content,at,score
Neng Imma,Ntah lah pembayaran paylater nya ga pernah telat dan ga prnh lewat jatoh tempo sampe skrg d bekukan ga bisa d pake lagi.,2023-06-09 15:53:40,2
Syafrani Sy,mantaap,2023-06-09 15:52:16,5
Pua Sa,snosa,2023-06-09 15:51:53,5
Cinta Sultan,suka,2023-06-09 15:49:48,4
Pas Aja,barang bagus dan murah,2023-06-09 15:48:28,5
BAYU RAMADHAN,lazada the baest,2023-06-09 15:47:39,5
Firdaus Firdaus,bagus,2023-06-09 15:47:01,5
Muhamad dani Syabill,mntap,2023-06-09 15:45:36,5
Ariman Ariman,obat kuat pria,2023-06-09 15:43:18,5
Arill Rapermata,semoga Lazada Sukses Nyaman dan Amanah selalu...Buat reseller semoga menjaga Lazada dengan Baik Dan Tepat Guna.... kepada admin Lazada Yth: koq saya tidak ada fasilitas spaylater nya?😁🙏,2023-06-09 15:43:01,5
Kernawi Kernawi,lazada emang oke,2023-06-09 15:39:12,2
Iwa Solihin,ok bgt,2023-06-09 15:38:49,5
Rini Rosalina,ok,2023-06-09 15:38:37,5
Aceng Mulyahidin,terbaik,2023-06-09 15:37:54,5
Siti Fatimah,terima kasih lazada..,2023-06-09 15:37:20,5
Muhammad Bakar,Kak meu tanya aplikasi saya kan di perbarui..tp q lupa email yg lama..ini pke email yg baru tp semua beda.. Kira bisa bantu ga kak kalau aktifin aplikasi saya yang lama.,2023-06-09 15:36:30,4
Rahman Nurahim,👍,2023-06-09 15:34:11,5
Almuun Sumiati,good,2023-06-09 15:31:18,5
211 Muhammad masad Sihandi,mantap,2023-06-09 15:30:50,5
Muhammad Eka Paksi,mantap,2023-06-09 15:29:52,5
Nanang M Lutfi,very good,2023-06-09 15:29:51,5
jalal maulana,halo lazada gimana ini beli hp 2 di official STORE nya kok hp nya isi nya dganti air mineral padahal NON COD lo ini pakai NINJA EXPRES SEGEL DI RUSAK,2023-06-09 15:29:18,1
sofyan sofy,goooooddd,2023-06-09 15:29:18,5
Teguh Seldon,puas,2023-06-09 15:28:51,5
Wahyuni Yuni,baik,2023-06-09 15:28:41,5
deddy Setiadi,ok,2023-06-09 15:28:03,5
Ratna R,ok,2023-06-09 15:27:03,5
Windi Noho,mantappppp,2023-06-09 15:26:46,5
Narendra java pradana 06,Keren,2023-06-09 15:26:30,5
Aditya Aditya.A33,mohon dibaiki lagi. pastikan jangan terlalu kebanyakan pop ups lazada. mengganggu padahal tidak download aplikasinya,2023-06-09 15:26:17,1
Ardiyanto,Makin g jls sumpah lazada. Gue mau check out aj kena cv02 kenapa sih. G ngerti,2023-06-09 15:26:04,1
Ade Karsih,👍👍👍,2023-06-09 15:25:59,5
papi kece,"bikin playleter ga bisa susah bgt,bayar pake kredivo baru bisa payah,limit kecil ribet bgt,baru juga bikin dah ga bisa langsung di tolak,untung ada kredivo punya cadangan",2023-06-09 15:23:20,1
ivhank,sering2 aja ya lazada promo . mantap,2023-06-09 15:21:41,5
indra talib,belanja di lazada mudah dan menyenangkan,2023-06-09 15:19:40,5
Oki Prayogi,ok,2023-06-09 15:17:43,2
Mesin jahit Jahit,Joss terbaik semoga amanah dan berlangganan,2023-06-09 15:16:18,5
Apit Gening,bagus.,2023-06-09 15:15:41,2
Iwan Purnomo,"mantap,jual beli jadi mudah",2023-06-09 15:14:13,5
Firdaus Ronald,Lazada sekarang sudah tidak komplit gmn nih yg punya nama besar tpi kurang komplit....🤔🤔🤔,2023-06-09 15:12:06,1
Sabda Purnama,terbaik,2023-06-09 15:06:04,5
Zahfy Zahfy,mntul,2023-06-09 15:04:29,5
Dewi Ajeng,lazada emang ok,2023-06-09 15:04:20,5
nenah nuraenah,good job,2023-06-09 15:03:39,3
Lilis Kholisoh,ok,2023-06-09 15:03:21,4
Nurul Hikmah,Sangat membnatu,2023-06-09 15:02:27,5
Naldi Tombinawa,thankyou teruntuk lajada👌,2023-06-09 15:02:01,4
udin,terima kasih,2023-06-09 15:01:08,5
Yusuf Firmanudin,idola pokok e,2023-06-09 14:58:30,5
Junaidi Junaidi,👍🏻👍🏻👍🏻👍🏻,2023-06-09 14:57:38,5
upay guay,Wah parah nih ko bisa ya telat beberapa hari tagihan Lazpalylater cuma 108.000 dendanya 80.000 gimana hitungannya nih... Hati2 pengguna Lazplaylater...,2023-06-09 14:56:16,1
TSM 2023,top baget hrg dan barang dan cepat pegitimannya,2023-06-09 14:55:49,5
Keyy Almahira,goodd,2023-06-09 14:55:21,4
Gunawan Sonic,"Dengan Lazada jadi sangat membantu saat butuh sesuatu, semua ada, pembayaran nya banyak pilihan sesuai keinginan kita, terima kasih Lazada",2023-06-09 14:54:55,5
habib Pdg,ok,2023-06-09 14:52:20,5
Keysa Meylani,mantap,2023-06-09 14:52:17,5
Erna Wati,Bgs,2023-06-09 14:51:10,5
naila rohmatunnisa,ok..good,2023-06-09 14:50:43,5
Heru Sanjaya,mabrap,2023-06-09 14:48:16,5
Bayu Ajah,sangat bagus produk ny.,2023-06-09 14:45:07,3
Dartik Banyuwangi,jossssss....,2023-06-09 14:44:59,5
Aknes Iya,Okay bagus banget 🥰,2023-06-09 14:44:08,5
bambang hendra,Ok,2023-06-09 14:42:33,5
Candra Gunawan,Mantap pokok nya Lazada,2023-06-09 14:41:55,5
Sa rah,sangat bagus,2023-06-09 14:41:46,5
eni ritari,"sesuai pesanan,kurir ramah Lazada bnyk promo",2023-06-09 14:41:12,5
Syafiq Aliyah,pengiriman yg cepat,2023-06-09 14:39:12,5
Ririn Ncasanah,"Tolong ya pihak lazada!!! toko atas nama sandalsepatujaya . blokir aja .barang kosong malah chat mau di ganti ukuran dan warna ,pesanan saya batalin malah ditolak maksa dikirim ,terus barang GK muat buat apa??? Suruh ngasih ke orang????",2023-06-09 14:37:36,1
Moch Andi,mntapp,2023-06-09 14:37:25,1
Imam Blues,ok.,2023-06-09 14:37:09,5
Yudi Rochyadi,Oke..oke...,2023-06-09 14:37:08,5
Jul Selano,Good,2023-06-09 14:36:39,5
Naura Aisyah,mantap,2023-06-09 14:35:24,5
Hoki Ponsel,suka blnja di lazada selalu puas😍😍,2023-06-09 14:34:18,5
Yantobenter Yanto,Lazada mantap aplikasiny bosku belanja jadi lebih praktis,2023-06-09 14:33:29,5
Akbar Faturrohman,Bagus,2023-06-09 14:30:41,1
Andrey Abdillah,top,2023-06-09 14:29:10,5
Vin Pabuaran,mudah²an Berkah.. 👍,2023-06-09 14:28:46,4
Sri yono,Iklan dimana mana ganggu mau buka aplikasi lain,2023-06-09 14:28:30,1
Dedy Handoko,Good shoping,2023-06-09 14:27:17,5
Rizki Sihombing Sihombing,mantap,2023-06-09 14:26:52,5
Rizka Fadhilah,👍,2023-06-09 14:26:23,1
Meri Arni,baik,2023-06-09 14:25:17,5
Titin Ariyani,jagan mengecewakan biar terus lancar dalam berbisnis,2023-06-09 14:22:43,5
Junaidi naidi,mantap,2023-06-09 14:22:35,5
Gugun Gunnawan,😚😚😚😚,2023-06-09 14:21:29,4
Naufal Alhafiz,👌,2023-06-09 14:18:18,5
Ai Fatimah,Bagus banget bikin puassssss,2023-06-09 14:17:19,5
Diki Pangeran,semoga saya puas,2023-06-09 14:16:56,5
Nurbaiti A16e,mantap,2023-06-09 14:15:26,3
Nurdin Batak,matappp,2023-06-09 14:14:57,5
yanto hud,lazada makin mantap,2023-06-09 14:14:00,5
Asep qila,Cobadulu,2023-06-09 14:12:38,3
Panji Willianto,bagus,2023-06-09 14:12:04,5
Jani Nugraha,Knpa sih saya ga sad playleter di lajada,2023-06-09 14:11:36,1
Anrifki Agratama,Tiap website iklan nya ini mulu over juga iklan nya kelewatan tiap klik maksa buat buka lazada di play store. Iklan ya iklan jangan kelewatan gini lah klik dikit di website apa aja nimbul nya ni iklan,2023-06-09 14:10:49,1
berkah las sambi,puas,2023-06-09 14:09:35,5
Lestari Nopia,Iklan muncul trus sangat mengganggu,2023-06-09 14:06:59,1
Agus Budianto,makin jaya,2023-06-09 14:05:39,5
Nurfa Ramadhan,lazada the best,2023-06-09 14:04:59,5
Ayu Ramadan,mantap rek,2023-06-09 14:00:14,5
Farida Bidriyah,lazada keren,2023-06-09 13:59:57,5
Santy Widiawaty,"harga lebih murce,ongkir lebih murce n ga ribet...ditambah banyak diskon,potongan n bonus.mantap👍beda dr yg lain",2023-06-09 13:57:34,5
devi wahyuningsihh,Aplikasi nya bagus tapi saat diupdate lagi knpa harus mengulang akunya kembali yaa..!?,2023-06-09 13:56:58,4
abi herridan herridan,bagus 👍,2023-06-09 13:56:54,5
AIZA FADILA,sangat puas,2023-06-09 13:56:15,5
Ibu Lilis,suka blanja disini trimakasih lazada,2023-06-09 13:56:03,5
Keenan 543,"barang sesuai dgn harga , , , byk diskon",2023-06-09 13:55:47,5
Babes Ran,"Tolong jngn pake no rek, jdi sush aq pngn psan"" barng,",2023-06-09 13:55:46,1
Wahyu Coblonk,sangat bagus,2023-06-09 13:54:07,5
Mujiono,bagus dan amanah,2023-06-09 13:53:57,5
Trisno Hana,Pusat batuan susah di mengerti tidak jelas cara menjawab tanya a jawabnya b pusing,2023-06-09 13:52:48,1
Bara Zayn,lazada insyaallah amanah blm pernah ngerasa kcewa ..semoga slalu menjaga amanhnya,2023-06-09 13:52:17,5
Segelas Kopi,"Kurir nya kurang profesional, barang ga sampe alasan nya dibatalin pembeli... Tolong didik lgi kurir nya🖕Kalah profesional sma kurir Shopee paket selalu sampe",2023-06-09 13:51:32,1
yefirman laia,"yang hanya saya inginkan penjual di Lazada Wajid sesuai dengan pesanan,. no tipu-tipu⭐⭐⭐⭐⭐",2023-06-09 13:50:12,5
Nurasihilla Nur,mantap,2023-06-09 13:48:30,5
Rindu AT,"bagus kedepan harus jauh lebih baik, good job.",2023-06-09 13:48:03,5
Alam Syaj,"pengiriman jauh lebih buruk dari apk sebelah di apk sebelah biasanya sama2 pulau jawa cmn 3-4 hari kalo di lazada bisa sampe 7-10 hari padahal satu pulau ,udah gitu pihak lazada tidak bisa bertindak apapun ,gimana sih bodoh banget nyesel instal apk ini",2023-06-09 13:47:11,1
roberto angelino,"Kadsng suka heran dengan toko yang ngejual barang klu niat mau jual, hrs selalu memantau barang yg di krm; masa pesan barang dri tanggal 6 katanya estimasi nya nyampe tgl 9 mana blm sampe2 masa di tarik same tgl 13 kan aneh, udsh gtu barang nya mentok di kediri ngak gerak2 dua hari ini gimana org ngak kesel dan emosian nunggu barang nya lama banget kek krm dri luar negeri di ujung biumi ke ujung bumi",2023-06-09 13:45:45,2
Acung Aja,Mantap! Tiada hari tanpa discon!👍,2023-06-09 13:45:19,5
Heri Hermawan,ok,2023-06-09 13:44:05,5
Elelina Gohae,sangat bagus,2023-06-09 13:43:46,5
junaidi jun,barangnya sesuai pesanan dan cepat pengirimannya,2023-06-09 13:43:36,5
Joni Saputra,langganan lazada,2023-06-09 13:43:10,5
Wahab Maisuri,mantulll,2023-06-09 13:41:00,5
Luay Zulkarnaen,ok,2023-06-09 13:40:53,5
Nuer Deva,semoga pesan dilazada selalu amanah tidak mengecewakan,2023-06-09 13:40:47,5
Adeeva Myesha,"Nongol mulu di brower mau download apa yg nonggol lazada mulu padahal udah punya aplikasinya di hp, maksa bgt suruh download, hapus ajalah sekalian ga usah pake lazada lagi. Aplikasi brengsek lg nonton enak2 main nongol aja, klo jualan yg bener donk. Ganggu privasi orang aja, ini bisa dikenakan perbuatan tdk menyenangkan",2023-06-09 13:39:37,1
Afri Yanus,aplikasi lazada sangat bagus,2023-06-09 13:35:48,5
Koar Nakal,Buat aplikasi lzada tolong dperbaki soal pencariannya bikin pusing kita pengen ini mlah keluar kok GK sesuai yang kita hrpan,2023-06-09 13:35:27,1
Untuk diri Sendiri,Apk haram klo ngiklan di website ngotak lah,2023-06-09 13:34:03,1
Dhanu Gumilar,Ongkir nya jgan terlalu mhal. Belanja nya emang murah. Ongkir nya sama dengan blanja satu barang. Dan gk ada kata GRATIS ONGKIR ..,2023-06-09 13:33:42,2
Tegar setiawan setiawan,mantap,2023-06-09 13:31:12,5
Nanik susanti,Sering lemot 😔,2023-06-09 13:31:00,1
Yudhis Sepiya,keren ongkirnya murah banyak potongan harga pula barangnya juga bagus2👍,2023-06-09 13:30:30,5
Abduh Kece,nice,2023-06-09 13:29:06,5
Aris Saputro,semoga gratis ongkir trus,2023-06-09 13:28:44,5
Indriyan Hzr,suka,2023-06-09 13:27:22,5
Hendy Lau,Good e commerc. I love lazada,2023-06-09 13:25:37,5
Rully Ira,Sumpah lazada ama akulaku g jelas yang pinjem orang lain yang diganggu gw sumpah dah g jelas,2023-06-09 13:25:00,1
Fikry Fikry,Yang bikin aplikasi siapa sih nongol melulu di iklan,2023-06-09 13:22:51,2
Ubek Ubek,saya sangat senang,2023-06-09 13:22:28,5
Pak Roni,kalo bisa dianter sampe rumah 🏠 jangan ambil di jala kaya kemaren2,2023-06-09 13:22:25,5
Hariyadi Adityah,Tolong lah lazada in palikasi eror ap gmna in setiap mau pesan barang tiba2 hilang ini saya baru pesan korek langsung hilang laporannya kemaren pesan vapor eh hilang mau pesan lagi takut dobel Datengnya tolong perbaiki sekian dari saya,2023-06-09 13:21:30,5
Hallwa 10,recommended banget belanja di Lazada,2023-06-09 13:20:46,3
middua midufan,"Ringan aplikasinya, mantab ongkirnya akhir² ini. Mantab juga LEX ekspedisinya",2023-06-09 13:18:13,5
Petrik Star,"Lazada jadi burik makin jelek ongkir makin mahal bukan makin murah , sekarang jga sdh ngk bisa COD",2023-06-09 13:17:22,2
Nur Hayat,"Dulu sih suka make aplikasi ini sy suda 2 thn make aplikasi ini, tapi makin lama makin ke sini aplikasi nya makin gak jelas banyak kesalahan² secara tiba²",2023-06-09 13:15:00,3
Rudein Mboiz,good joob,2023-06-09 13:14:51,5
Aming Aming,lazada emang keren mantap dah..👍👍,2023-06-09 13:13:42,5
Indriyani Cici,pelayan nya sangat ramah,2023-06-09 13:12:43,5
Bernard Junior,jos mantap luar biasa oke sips👍👍👍👍,2023-06-09 13:10:26,5
Yola Whae,👍👍👍👍,2023-06-09 13:08:17,5
Jumadi Nuraini,semuanya bagus,2023-06-09 13:05:20,5
Habi Rudin,Kasi bintang 3 sja karna baru coba,2023-06-09 13:01:20,3
Diah Ayu lestari,Kecewa sangatttt,2023-06-09 13:00:15,1
Mas Halel,sangat mantap,2023-06-09 12:59:19,5
Dg Remba,mantap,2023-06-09 12:59:02,5
Endah Sri,josss,2023-06-09 12:57:05,5
Tria Wulandari,sangat memuaskan,2023-06-09 12:56:08,5
Aan Antika,Ka ko saya mau download aplikasi ini tertunda terus ya .sedang ada kendala kah dengan aplikasinya,2023-06-09 12:55:45,5
gembor tube,Kenapa sekarang gak ada store vape nya kocak!!🖕🏽🖕🏽,2023-06-09 12:55:39,2
iyus juwaid,cukub baik,2023-06-09 12:55:00,3
Sisca Faridah,trimakasih mohon mff atas keterlambatan sy,2023-06-09 12:54:49,5
Mita Mitol,Suka lazada...,2023-06-09 12:54:38,5
JOVIAN Ismail Izam,Aqp0,2023-06-09 12:54:33,1
Nurjani Pratarya,mantep,2023-06-09 12:54:18,5
Joko Umbaran,Bagus,2023-06-09 12:54:17,5
Egy Ryan Pratama,Trouble mulu dah perasaan kemaren kemaren normal,2023-06-09 12:53:18,3
Bilqis Saraapika,lazada emang top,2023-06-09 12:52:42,5
Rudi Pangestu,mantap,2023-06-09 12:52:13,5
Putri Ayunawang,sukaaa bngett sama apk nya😗,2023-06-09 12:50:37,5
Hermawan Dani,Bagus Dan Barang Cepat kirim,2023-06-09 12:49:40,5
Bambang Jainuddin,sangat baguss,2023-06-09 12:49:12,4
Wahyu Wahyudin,mantap...smoga amanah trus,2023-06-09 12:49:01,5
Agus Supriansyah,Mantap,2023-06-09 12:47:37,5
Aisah Fitri,"Saya kasih bintang 1 karena ada admin yg tidak mau mengembalikan uang saya sekitar 1,9jt, ga tau ini termasuk ke apk lazada atau engga, tapi admin mengatasnamakan lazada, saya hanya ingin uang saya kembali, gmna ni ga ada pertanggung jawaban nya",2023-06-09 12:47:32,1
Kanda Supriatna,Sangat bagus,2023-06-09 12:47:25,5
Fauzan Zan,azLAN,2023-06-09 12:45:35,1
Suji Ati,puas banget,2023-06-09 12:42:17,5
kesih BagasAz,masya allah 🥰,2023-06-09 12:40:54,5
Riki Sixx,"Semuanya sudah bagus. Terkadang susah kirim foto ke seller, tolong di perbaiki 🙏",2023-06-09 12:39:59,5
mas Rouf,pay laternyaaa bohongan gabisa di pakai,2023-06-09 12:38:52,5
Lilis Mulyani,"Kok g bisa cod pdahal biasanya bisa cod saya pke lazada udah 2 tahun lebih pdahal,tpi tiba tiba pas mau pesen g bisa cod",2023-06-09 12:38:37,3
Siti Farida,good,2023-06-09 12:37:42,5
Nani Anggraini Tarigan,puas jika di ksh hutang,2023-06-09 12:37:05,5
Fery,Ok,2023-06-09 12:35:55,5
Aa Oding Oppo A83,gampang digunakan,2023-06-09 12:33:30,5
Hendar Hendar,bagus,2023-06-09 12:30:00,5
Mujiyati Ujin,belanja di lazada memuaskan,2023-06-09 12:27:42,5
Siti Eliyah,"Lazada makin lama makin gak jls aja ya,,d tambah kurir nya sering gonta ganti,cpk nanya² alamat trs padahal d st dah jls,,d tambah sk nyasar k alamat org..gak nyaman skrg.dl enak kurir langganan, estimasi pesanan tiba tepat wkt,,d tambah Ongkir gak sesuai d st tertera nya brp.tp bukti nya beda lagi? Mohon donk d perbaiki dan lbh d tingkatkan unyuk kenyamananya...krn kami dah bertahun tahun pakai lazada.sk sbnr nya cm skrg kbanyakn yg bikin jengkel.",2023-06-09 12:26:59,2
Trisz Channel. Bilmes,Sangat bermanfaat,2023-06-09 12:25:07,5
Babas Castello,baguss,2023-06-09 12:24:31,5
Muhammad tahir Arka,dicoba dulu kl bagus nnti sy kasi bintang 5,2023-06-09 12:23:25,4
Eko Purwadi,murah meriah harga pas buat saya,2023-06-09 12:21:37,5
Sapong Ompong,terjamin,2023-06-09 12:20:16,5
anggiyaa a,👍,2023-06-09 12:18:09,5
Aidil Fazri,👍👍👍,2023-06-09 12:18:08,5
Mrival Rivaldi,👍👍👍👍👍👍👍,2023-06-09 12:17:40,5
8G Aisha Abiyu Syabil,lazada mantul,2023-06-09 12:17:39,5
batavia family 5,lazada semakin keren,2023-06-09 12:16:25,5
Yayah Ma'fiyah,Pemberitahuan telat bnget .mohon sesuai jadwal dan pemberitahuan nya trimksh,2023-06-09 12:15:58,4
Botay 12juta,nice,2023-06-09 12:15:12,5
Bang bang Santoso,good,2023-06-09 12:14:39,5
Muhammad Junaidi,Dikasih bintang satu soalnya lazada skrng nggak bisa beli vod,2023-06-09 12:13:21,1
Tehong Mude,😊😊,2023-06-09 12:11:36,5
Setya Yudhistira,"Simple & Cukup Baik,! Pertahankan & Atau Tingkatkan,! 👍",2023-06-09 12:10:17,5
Maman Mrt Satria,Halo Selamat Malam Salam Sehat Selalu,2023-06-09 12:10:03,1
Mas doni Doni,semoga sukses lancar amin,2023-06-09 12:08:18,5
Haryati Oppo,barang nya ok,2023-06-09 12:07:49,4
Nasuka,yang penting bijak baca deskripsi maseh,2023-06-09 12:06:27,4
Arnoldus Siwe,"pelayananya bagus, maksih",2023-06-09 12:05:21,5
Ade Irwansyah,sangat baik,2023-06-09 12:05:15,5
Burikburik Tomtom,❤️,2023-06-09 12:03:04,5
Yohanes Kerit,Jarang pesan di lazada karna ga ada lagi sistem bayar di tmpat sangt kecewa,2023-06-09 12:02:20,1
Loesi Soetisna,Ribet ribet ribet Dulu klo cod simprl dan mudah,2023-06-09 12:02:15,1
Double Sport,Mantap promonya,2023-06-09 12:01:48,5
Julia Vivo,bagus,2023-06-09 11:59:43,3
Sahir174 Sahir,ok la,2023-06-09 11:59:00,3
anak desa ofline,"pelayanan nya bagus, semoga saja berkat obat ini Allah beri kesembuhan",2023-06-09 11:57:56,5
Dani Sipil Arbi,Skrng Lazada Pengirimannya Cepat.. Masya Allah ..Keereen.. Tingkatkan trs Lazada.. Terima Kasih,2023-06-09 11:56:05,5
Wian Mustopa,sangat membantu mencari kebutuhan sayd,2023-06-09 11:55:13,5
Ridwan Wawan,bagus,2023-06-09 11:53:35,4
pasker kingr's,Iklan ganggu ngrusak kenyamanan anjing anjing anjing bener2 anjing,2023-06-09 11:49:46,1
Etok Patut,❤️,2023-06-09 11:49:31,5
Bintang Spaw,Buruk banget,2023-06-09 11:49:28,5
Black Majick,Banyak toko bermasalah dan penyelesaiannya ga jelas sungguh mengecewakan konsumen,2023-06-09 11:48:57,1
Infinix Smart 4,bagus,2023-06-09 11:48:51,5
Sulis Tyawati,ok,2023-06-09 11:45:52,5
Aldex Skattebores,tepat waktu pengiriman y,2023-06-09 11:44:54,5
Sapaat Syahril,"untuk saat ini lazada cukup baik walaupun di akun saya gk paylater nya,,",2023-06-09 11:44:01,4
Dwi Prastyo,bgus,2023-06-09 11:43:57,5
Elia Aja,semoga amanah,2023-06-09 11:43:08,5
Tia Tob,mudah2 datangny memuaskan,2023-06-09 11:41:57,5
bahrul ulum,"utk saat ini, LAZAD market place paling nyaman dibandingkan kompetitor sebelah",2023-06-09 11:41:44,5
Riri Azka,Kak knapa ya denda aku lazpaylater 10×lipatt gede bnget dndanya ka tlat nya juga ga 1 mnggu tp knapa kak dendanya geeeeedddeee bngt mlbihi harga barang jual.. Aku tdi udh byr dnda kak walaupen sakit hatii .. Belum lg nnti msih berlanjut cicilan tiap bulan nya kak,2023-06-09 11:38:50,1
Rizwan Bachtiar,ok,2023-06-09 11:36:36,1
Giandra azlan Syarif,bgus,2023-06-09 11:36:35,5
Wawan Cardoza,saya sangat puas,2023-06-09 11:35:48,5
Elok Agustin,puas sama lazada,2023-06-09 11:33:09,4
hendrik dwi,ok,2023-06-09 11:32:04,5
Awa Cia,ok,2023-06-09 11:31:54,5
abu Fudail Luky bin imam,"Market place yg memanjakan buyer, biaya cod murah, bisa transaksi cod lebih banyak dari olshop lainnya, hanya saja ada saja seller nakal yg mengirim tidak sesuai gambar dan deskripsi",2023-06-09 11:30:47,5
muhlis muhlis,Bagus,2023-06-09 11:28:57,5
Euis Nuraeni,Kk kenapa gak bisa instal aplikasinya,2023-06-09 11:28:06,1
Sumidah Zahra,sangat puas,2023-06-09 11:27:04,5
Nikmatul Rohma,aku sangat suka belanja di Lazada,2023-06-09 11:26:12,5
Akbar Maulana,menarik lebih tertarik untuk belanja online,2023-06-09 11:25:32,4
C sanusi,Bagus,2023-06-09 11:24:56,5
Bagus Arum,"terima kasih lazada ,,belanja jadi lebih mudah",2023-06-09 11:21:59,5
Niko Rosbrek,Rti,2023-06-09 11:20:19,5
gue gada obatnya,apk blo on nyari tutup pensil yang keluar tempat pensil semua. blooooo on,2023-06-09 11:20:09,1
Eni Eni,lazada keren,2023-06-09 11:17:17,5
Ramdan.0312,Mau login pake nomer antrian penuh terus ga kaya dulu,2023-06-09 11:16:31,3
Azizah Ijah,mantul mantap betul barangnya,2023-06-09 11:15:36,5
Adiba Syakila,Saya sebulan ini malah pembayarannya ga bisa COD. Alasannya banyak banget.,2023-06-09 11:14:47,2
Xiomi Redmi,ppp,2023-06-09 11:14:42,5
Rezi,Gak ad diskonnya blanzanya,2023-06-09 11:13:43,3
Bonni Lengkong,ok,2023-06-09 11:13:29,5
Haruman Sabow,👍,2023-06-09 11:13:19,5
Zen Rak,bagus,2023-06-09 11:12:15,5
HERWIN HERWIN,mantap,2023-06-09 11:11:17,4
Bella Yunita,Bkmuinb #g,2023-06-09 11:11:05,4
Ela Yuliawati,mantaab..,2023-06-09 11:10:18,4
Bintang Syakira,"sangat puass belanja di lazada, banjir promooo....",2023-06-09 11:08:57,5
doni rahman,👍,2023-06-09 11:05:02,3
Arya Aila,Lama kirim nya,2023-06-09 11:04:08,1
Anak Haram,barang harus mulus,2023-06-09 11:02:21,5
Komang Tri2516,banyak discon,2023-06-09 11:01:44,5
Arka Arza arsya,Maaf gan mau tanya knpa pas belanja gak ada lazpaylater nya ya,2023-06-09 11:01:34,3
Dhian Hermansyah,sangat memuaskan,2023-06-09 11:01:13,5
vicky darmawan,Aplikasi sekarang sudah tidak berguna!!!!,2023-06-09 11:00:17,5
Dev Official,good,2023-06-09 10:59:27,5
Ganny,barang sesuai,2023-06-09 10:58:49,5
Lawuren simanjuntak,Bagus,2023-06-09 10:54:35,5
Folly Akbar,Terima kasih lazada. Sudah kasih banyak promo,2023-06-09 10:53:44,5
fajar Channel,bagus,2023-06-09 10:50:23,5
Sarah Novita,nice,2023-06-09 10:50:18,5
Achmidsyah Yusup,mantap,2023-06-09 10:50:01,5
Gregorius Yudelmanto,makasih semoga menjadi aplikasi blanja online yg terbaik,2023-06-09 10:49:04,5
Shoni Iblis Timur,sangat mudah dan murah,2023-06-09 10:46:15,5
Amoy Bacok,josss gandosss,2023-06-09 10:45:49,5
Saka Pangestu gusti,"selalu puas belanja di Lazada,Lazada is the best",2023-06-09 10:42:03,5
Zoraya Anastasya,Great,2023-06-09 10:41:45,5
Ariel Lubis,good,2023-06-09 10:40:43,5
sol met,pesan sama penjual gmana ya,2023-06-09 10:39:43,5
IQBAL IQBAL,Apk ngemis maksa download saat memakai link² di gogle,2023-06-09 10:39:22,1
Djagat Hiburan,"Aplikasi yang sangatt buruk,banyak penipu berjualan,iklan ada dimana mana,lebih baik aplikasi Shopee,Tokopedia,Dll LAZADA KON TOLL",2023-06-09 10:36:16,1
Tya Oppo,ok,2023-06-09 10:35:41,5
Baron rony,walau pun belum tau barang nya saya kasi bintang 5 semoga sukses bos,2023-06-09 10:33:44,5
Sri Wahyuni,memuaskan,2023-06-09 10:29:59,5
Melky Lendo,mantap,2023-06-09 10:29:58,5
Adut Hasan,mantap bos ku,2023-06-09 10:29:23,5
Neni Mulyani,aku suka sama Lazada 😍,2023-06-09 10:26:42,5
suci sucay,punyaku kok ga ada gratis ongkirnya yaaaa,2023-06-09 10:26:20,2
yoga Widiyansah,4duluaja,2023-06-09 10:25:08,4
Nia Sari,"lazada buatku sangat membantu dalam berbelanja, 9tahun sudah aku mengikutinya dengan mudah pergi belanja tanpa mengeluarkan ongkos untuk ke mal/swalayan/pasar. apalagi Lazada memberikan Cashback kepada Toko yg menggunakannya. saya ingin sekali mendapatkan mobil/motor dari Lazada untuk aku bisa Go-online/ CrabDike. untuk menunjang ekonomi keluarga saya",2023-06-09 10:23:37,5
Irwanardiyansyah Ardiyansyah,mantap,2023-06-09 10:22:51,5
M. Ridwans,"semoga barang nya ori n ukuran nya juga pas jdi g ngecewaain pelanggan ya,tpi slma ini cukup bgus n kurir nya juga baik ramah",2023-06-09 10:20:27,3
Dejan Mutaqien,mksih,2023-06-09 10:19:12,5
Vahmil Escavano,"Para sellerny bnyk penipu,suka rugiin orang",2023-06-09 10:17:59,1
Edward Hutagalung,LAZADA TERPERCAYA... IS THE BE ST,2023-06-09 10:15:54,5
Kanu Ragan,Penjual nya goblogggggggggg gak komplit nulis aalamat yng sudah saya tulis ..... Kurir malah gk ketemu alamat saya ... Tolollllllll kurir biadab malah di gagalkan pengiriman,2023-06-09 10:14:59,1
Bian Arrasyid,rkanahahwg,2023-06-09 10:12:48,5
Endang Rini,nice,2023-06-09 10:11:20,5
Aris Raffa,mantap,2023-06-09 10:10:58,5
Fajar Syahputra,jos lah,2023-06-09 10:10:02,3
Reza Saragih,Apk kocak 3 kali beli selalu ketipu,2023-06-09 10:09:31,1
